date,rank,title,url,snippet,source,query
2021-10-05,2,Commentary: Paul Ebeling on Wall Street - Live Trading News,https://www.livetradingnews.com/commentary-paul-ebeling-on-wall-street-8-212653.html,"At $1.5-B, Europe saw the biggest inflow in 8 wks whilefinancialstocks saw $2.6-B of inflows, the largest in10wks.",livetradingnews.com,"""2021-10-05"" ""Wall Street"" financial news"
2021-10-05,3,Wall Street closes sharply higher as Big Tech roars back |,https://www.reuters.com/business/wall-street-closes-sharply-higher-big-tech-roars-back-2021-10-05/,"Oct 5 (Reuters) -WallStreetended sharply higher on Tuesday, as Microsoft and Apple spearheaded a strong rebound in growth stocks and investors ...",reuters.com,"""2021-10-05"" ""Wall Street"" financial news"
2021-10-07,1,Wall Street ends day with solid gains; investors hail U.S.,https://www.reuters.com/business/wall-street-ends-day-with-solid-gains-investors-hail-us-debt-ceiling-truce-2021-10-07/,"Reuters provides business,financial, national and internationalnewsto professionals via desktop terminals, the world s media organizations ...",reuters.com,"""2021-10-07"" ""Wall Street"" financial news"
2021-10-07,2,Wall Street ends with solid gains; investors hail U.S.,https://www.reuters.com/business/wall-street-ends-with-solid-gains-investors-hail-us-debt-ceiling-truce-2021-10-07/,"Reuters provides business,financial, national and internationalnewsto professionals via desktop terminals, the world s media organizations ...",reuters.com,"""2021-10-07"" ""Wall Street"" financial news"
2021-10-07,3,Wall Street surges as worries over debt ceiling subside |,https://www.reuters.com/business/futures-bounce-easing-debt-ceiling-inflation-worries-2021-10-07/,"Reuters provides business,financial, national and internationalnewsto professionals via desktop terminals, the world s media organizations ...",reuters.com,"""2021-10-07"" ""Wall Street"" financial news"
2021-10-12,1,Latest Stock Market News - Latest Stock Market Trends,https://www.bing.com/aclick?ld=e83fjhFeJKWJcsfNs4_u6cSzVUCUxZfjJdOL3XgKQabOzbdOdyu647xl877kPEclLM-wbqtNeSKEGXK48wJeeHqvKBflxIUta4FJDp8TDYxgvFwFge1CzJ2JydKjzmMhb-N_H53vwIY3DXPUkB59WPULH7j7VBr03Zd5Xjpl3vTlT3lnIzH4mCDj4AIDN4HWxnpT0SSoSWhW_NBvBxYnzuasRseYs&u=aHR0cHMlM2ElMmYlMmZzZWVraW5nYWxwaGEuY29tJTNmc291cmNlJTNkYWNxdWlzaXRpb25fY2FtcGFpZ25fYmluZyUyNmNhbXBhaWduX2lkJTNkNjc3NDE0NTEwJTI2aW50ZXJuYWxfcHJvbW90aW9uJTNkdHJ1ZSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZDY3NzQxNDUxMCUyNmFkZ3JvdXBfaWQlM2QxMTU4ODg3MTkzNjU2MzI0JTI2dXRtX2NvbnRlbnQlM2QlMjZhZF9pZCUzZCUyNmtleXdvcmQlM2RzdG9jayUyNTIwbmV3cyUyNTIwd2Vic2l0ZXMlMjZtYXRjaHR5cGUlM2RwJTI2ZGV2aWNlJTNkYyUyNnBsYWNlbWVudCUzZCUyNm5ldHdvcmslM2RvJTI2dGFyZ2V0aWQlM2Rrd2QtNzI0MzEyMDA5Nzc3NjYlM2Fsb2MtMzIlMjZ1dG1fdGVybSUzZDExNTg4ODcxOTM2NTYzMjQlNWVrd2QtNzI0MzEyMDA5Nzc3NjYlM2Fsb2MtMzIlNWVwJTVlJTVlJTVlJTVlbyUyNm1zY2xraWQlM2Q5MDQzOWU2ODY0MWUxMmY4MWY0ZGY3YWNlZGU4NDFmOQ&rlid=90439e68641e12f81f4df7acede841f9,"Your Go-To Platform for Stock MarketNews, Research, and Expert Opinions. Make Confident Investment Decisions With Pro Stock Research and Market Data.24/7 Customer Support · $4.95 Your First Month · Invest with Confidence · Independent Authors",bing.com,"""2021-10-12"" ""Wall Street"" financial news"
2021-10-12,2,EXCLUSIVE U.S. SEC opens inquiry into Wall Street banks ...,https://www.reuters.com/legal/litigation/exclusive-us-sec-opens-inquiry-into-wall-street-banks-staff-communications-2021-10-12/,"Oct12,2021·WASHINGTON,Oct12 (Reuters) - The U.S. Securities and Exchange Commission (SEC) has opened a broad inquiry into how Wall Street banks are keeping track of employees' digital...",reuters.com,"""2021-10-12"" ""Wall Street"" financial news"
2021-10-12,3,"October 12, 2021 | News Headlines | New York Post",https://nypost.com/2021/10/12/,"Oct12,2021·The Securities and Exchange Commission has opened a broad inquiry into howWall Streetbanks are keeping track of employees' digital communications, three people told Reuters.",nypost.com,"""2021-10-12"" ""Wall Street"" financial news"
2022-04-19,1,Latest Stock Market News - Latest Stock Market Trends,https://www.bing.com/aclick?ld=e8IXigZ4bwhwYukh4w7y-WkjVUCUxTlc8IMsY5uB5hADShzCOMbAsGIBboxGg6lrMiEwPGODIHrv31sE94Svu3x6TRfve1G4PcUYdmrPHePgztUV29J1ACQVkDjAC1BAaEfwpg21QYH8RF-qAxyABAWGzJN-NM-NA13Y-soYjGtgk7V4POnaPRi0biHQRPwpxgQIjYoaS3mleScO3tZYSWoNFweOM&u=aHR0cHMlM2ElMmYlMmZzZWVraW5nYWxwaGEuY29tJTNmc291cmNlJTNkYWNxdWlzaXRpb25fY2FtcGFpZ25fYmluZyUyNmNhbXBhaWduX2lkJTNkNjc3NDE0NTEwJTI2aW50ZXJuYWxfcHJvbW90aW9uJTNkdHJ1ZSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZDY3NzQxNDUxMCUyNmFkZ3JvdXBfaWQlM2QxMTU4ODg3MTkzNjU2MzI0JTI2dXRtX2NvbnRlbnQlM2QlMjZhZF9pZCUzZCUyNmtleXdvcmQlM2RzdG9jayUyNTIwbmV3cyUyNTIwd2Vic2l0ZXMlMjZtYXRjaHR5cGUlM2RwJTI2ZGV2aWNlJTNkYyUyNnBsYWNlbWVudCUzZCUyNm5ldHdvcmslM2RvJTI2dGFyZ2V0aWQlM2Rrd2QtNzI0MzEyMDA5Nzc3NjYlM2Fsb2MtMzIlMjZ1dG1fdGVybSUzZDExNTg4ODcxOTM2NTYzMjQlNWVrd2QtNzI0MzEyMDA5Nzc3NjYlM2Fsb2MtMzIlNWVwJTVlJTVlJTVlJTVlbyUyNm1zY2xraWQlM2Q5MWY4OGIyNGUxNTQxZDBkMDUxYmUyZTA2OGFmMzNlMA&rlid=91f88b24e1541d0d051be2e068af33e0,"Your Go-To Platform for Stock MarketNews, Research, and Expert Opinions. Make Confident Investment Decisions With Pro Stock Research and Market Data.Alpha Picks · Independent Authors · Invest with Confidence · $4.95 Your First Month",bing.com,"""2022-04-19"" ""Wall Street"" financial news"
2022-04-19,2,"The Wall Street Journal's News Archive for April 19, 2022 ...",https://www.wsj.com/news/archive/2022/04/19,"Apr19,2022·Search WSJ's digital archive ofnewsarticles and top headlines fromApril19,2022",wsj.com,"""2022-04-19"" ""Wall Street"" financial news"
2022-04-19,3,"Goldman Sachs raises daily dinner allowance by $5 after ...What's next in Elon Musk's bid for Twitter? : NPRBlackstone to buy American Campus Communities for nearly $13 ...why Brex acquired Pry Financials - TechCrunchAlibaba’s Ant Group Buys Majority Stake In ... - ForbesCIRCOR International: Revenue, Competitors, Alternatives",https://nypost.com/2022/04/19/goldman-sachs-raises-daily-dinner-allowance-by-5-after-complaints/,"Apr19,2022·Junior bankers at Goldman Sachs may finally be able to afford dinner at Chipotle. But, as of next week, there will be no such thing as a free lunch – or free breakfast at the office.Apr19,2022·Elon Musk is trying to buy Twitter in a $43 billion takeover, which the company's board is attempting to resist. What's at stake, and where is all this going?Apr19,2022·Blackstone has agreed to buy student-housing owner American Campus Communities for about $12.8 billion including debt, theWall StreetJournal reported.Apr19,2022·Brex has boughtfinancialplanning software startup Pry Financials for $90 million to beef up its software offering for early-stage startups.Apr19,2022·Ant Group—backed by Chinese e-commerce giant Alibaba—has agreed to acquire a majority stake in Singapore-based fintech company 2C2P as the operator of e-wallet Alipay expands further into ...2022-04-19- What isWallStreet's Target Price for CIRCOR International, Inc. (CIR) Stock Wednesday?WallStreetis positive on CIRCOR International, Inc. (CIR).",nypost.com,"""2022-04-19"" ""Wall Street"" financial news"
2022-07-05,1,Quarterly Investment Guide Q3 2022: Wall Street global stock,https://www.cnbc.com/2022/07/05/quarterly-investment-guide-q3-2022-wall-street-global-stock-picks.html,"... in such an environment? CNBC Pro trawls throughWallStreet... Global Business andFinancialNews, Stock Quotes, and Market Data and Analysis.",cnbc.com,"""2022-07-05"" ""Wall Street"" financial news"
2022-07-05,2,"Wall Street ends sharply higher, led by Tesla and Nvidia By",https://www.investing.com/news/economy/futures-climb-on-lower-oil-prices-private-jobs-report-in-focus-2832790,"... market has staged a modest recovery in recent sessions, with investors debating whether the worst of a selloff that has dominatedWallStreetin2022...",investing.com,"""2022-07-05"" ""Wall Street"" financial news"
2022-07-05,3,How Wall Street Escaped the Crypto Meltdown - The New York Times,https://www.nytimes.com/2022/07/05/business/economy/wall-st-cryptocurrency-prices.html,"https://www.nytimes.com/2022/07/05/business/economy/wall-st-cryptocurrency-prices.html ...financialcrisis, when the souring of subprime mortgages ...",nytimes.com,"""2022-07-05"" ""Wall Street"" financial news"
2022-09-05,1,Finance ‘Guru’ Reveals Financial Collapse and COVID Jab,https://onestoptrendingnews.com/2022/09/05/finance-guru-reveals-financial-collapse-and-covid-jab-data/,"... he says, “and everything you learn in the textbooks is garbage … I learned aboutWallStreet, how it worked and how it was incentivized.",onestoptrendingnews.com,"""2022-09-05"" ""Wall Street"" financial news"
2022-09-05,2,Asian shares mostly gain after rally on Wall Street | The,https://www.independent.co.uk/news/beijing-ap-asian-wall-street-communist-party-b2204947.html,"... on Tuesday, tracking the latest rally onWallStreet...WallStreetindexes remain sharply lower from where they were at the beginning of this year.",independent.co.uk,"""2022-09-05"" ""Wall Street"" financial news"
2022-09-05,3,Latest Stock Market News - Latest Stock Market Trends,https://www.bing.com/aclick?ld=e8i8vZC1-Q4mcEuWFOmYPBwzVUCUx_-GWecZWQN_QPGFREtzRwAiMbgulWtdxSNz6eGnLIn_-xMQDz6EGyfOwu73VE-lZDkYNrwwre1TE4DbQ2HnTcyx0iJN_DtFW1yD06D0Hv68GSW7U1rWEMrwjzdVPzI4OewQsrT9kltNHuY5vf0xxHcfHyZfw7O5oov-RtjzStOOxqqpSMASsYfyCbKCE3Cc4&u=aHR0cHMlM2ElMmYlMmZzZWVraW5nYWxwaGEuY29tJTNmc291cmNlJTNkYWNxdWlzaXRpb25fY2FtcGFpZ25fYmluZyUyNmNhbXBhaWduX2lkJTNkNjc3NDE0NTEwJTI2aW50ZXJuYWxfcHJvbW90aW9uJTNkdHJ1ZSUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZDY3NzQxNDUxMCUyNmFkZ3JvdXBfaWQlM2QxMTU4ODg3MTkzNjU2MzI0JTI2dXRtX2NvbnRlbnQlM2QlMjZhZF9pZCUzZCUyNmtleXdvcmQlM2RzdG9jayUyNTIwbmV3cyUyNTIwd2Vic2l0ZXMlMjZtYXRjaHR5cGUlM2RwJTI2ZGV2aWNlJTNkYyUyNnBsYWNlbWVudCUzZCUyNm5ldHdvcmslM2RvJTI2dGFyZ2V0aWQlM2Rrd2QtNzI0MzEyMDA5Nzc3NjYlM2Fsb2MtMzIlMjZ1dG1fdGVybSUzZDExNTg4ODcxOTM2NTYzMjQlNWVrd2QtNzI0MzEyMDA5Nzc3NjYlM2Fsb2MtMzIlNWVwJTVlJTVlJTVlJTVlbyUyNm1zY2xraWQlM2Q2YWRhZjQxNWQxY2YxNTdkZjY5ZTlkZDE1YmM5ZDE5ZA&rlid=6adaf415d1cf157df69e9dd15bc9d19d,"seekingalpha.com has been visited by 100K+ users in the past monthYour Go-To Platform for Stock MarketNews, Research, and Expert Opinions. Make Confident Investment Decisions With Pro Stock Research and Market Data.Seeking Alpha Premium-$299.00/year- View more items",bing.com,"""2022-09-05"" ""Wall Street"" financial news"
